žonglování,míčky,sloupy;6575;Žonglování - sloupy;Sloupy;micky-4-sloupy.mp4;Sloupy se čtyřmi míčky.;1234;http://zonglovani.info/micky/4/sloupy.html;Sloupy;http://juggling.tv/download/encoded/6575/sloupy.mp4;http://juggling.tv/download/original/6575/sloupy.mp4;0c754f281525fae75a87;hIkEqW86AeA
žonglování,míčky,sloupy;6576;Žonglování - sloupy - splits;Sloupy - splits;micky-4-splits.mp4;Sloupy se čtyřmi míčky - druhý způsob;1234;http://zonglovani.info/micky/4/sloupy-ii.html;Soupy II;http://juggling.tv/download/encoded/6576/sloupy-splits.mp4;http://juggling.tv/download/original/6576/sloupy-splits.mp4;d247bddea07c7ec558c3;SPDtQedLWRc
žonglování,míčky,sprcha;6577;Žonglování - sprcha;Sprcha;micky-4-sprcha.mp4;Sprcha se čtyřmi míčky.;1234;http://zonglovani.info/micky/4/sprcha.html;Sprcha se čtyřmi míčky;http://juggling.tv/download/encoded/6577/sprcha.mp4;http://juggling.tv/download/original/6577/sprcha.mp4;59310cf0a8d33de3f280;G5ZWV2wwVYU
žonglování,míčky,tenis;6578;Žonglování - tenis;Tenis;micky-4-tenis.mp4;Tenis se čtyřmi míčky.;1234;http://zonglovani.info/micky/4/tenis.html;Tenis;http://juggling.tv/download/encoded/6578/tenis.mp4;http://juggling.tv/download/original/6578/tenis.mp4;ca8c644f99f9c3f20a91;vvb5K5ROL5Y
žonglování,míčky,kaskáda;6579;Žonglování - kaskáda s pěti míčky;Kaskáda s pěti míčky;micky-5-kaskada.mp4;Kaskáda s pěti míčky.;1234;http://zonglovani.info/micky/5/kaskada.html;Kaskáda s pěti míčky;http://juggling.tv/download/encoded/6579/kaskda-s-pti-mky.mp4;http://juggling.tv/download/original/6579/kaskda-s-pti-mky.mp4;9d07d8150c8c83b1ccf0;BCouILBT5Y0
žonglování,míčky,kaskáda;6580;Žonglování - reverzní kaskáda;Reverzní kaskáda;micky-5-kaskada-r.mp4;Reverzní kaskáda s pěti míčky.;1234;http://zonglovani.info/micky/5/kaskada-reverzni.html;Reverzní kaskáda;http://juggling.tv/download/encoded/6580/reverzn-kaskda.mp4;http://juggling.tv/download/original/6580/reverzn-kaskda.mp4;863c550128836b28ec3e;VkH7BJVqeZ0
žonglování,míčky,sprcha;6581;Žonglování - poloviční sprcha;Poloviční sprcha;micky-5-polovicni-sprcha.mp4;Poloviční sprcha s pěti míčky.;1234;http://zonglovani.info/micky/5/sprcha-polovicni.html;Poloviční sprcha;http://juggling.tv/download/encoded/6581/polovin-sprcha.mp4;http://juggling.tv/download/original/6581/polovin-sprcha.mp4;7b2516e5f639672c7e19;E8RFJXXA-UM
žonglování,míčky,kaskáda;6582;Žonglování - kaskáda (multiplex) s pěti míčky;Kaskáda (multiplex) s pěti míčky;micky-5-multiplex.mp4;Kaskáda (multiplex) s pěti míčky.;1234;http://zonglovani.info/micky/5/kaskada-multiplex.html;Kaskáda (multiplex) s pěti míčky;http://juggling.tv/download/encoded/6582/kaskda-multiplex-s-pti-mky.mp4;http://juggling.tv/download/original/6582/kaskda-multiplex-s-pti-mky.mp4;2b3369f86efb3cac5ad2;MsLmpMLR_fg
žonglování,míčky,vajíčka;6585;Žonglování - žonglování s vajíčky;Žonglování s vajíčky;micky-3-vajicka.mp4;Žonglování se třemi vajíčky.;1234;http://zonglovani.info/micky/vajicka.html;Žonglování s vajíčky;http://juggling.tv/download/encoded/6585/onglovn-s-vajky.mp4;http://juggling.tv/download/original/6585/onglovn-s-vajky.mp4;3d7a0e5a2add28362213;L58LuiqnGNw
žonglování,míčky,jablko;6602;Žonglování - jedení jablka;Jedení jablka;micky-3-jablko.mp4;Jedení jablka se třemi míčky.;1234;http://zonglovani.info/micky/3/jablko.html;Jedení jablka;http://juggling.tv/download/encoded/6602/jeden-jablka.mp4;http://juggling.tv/download/original/6602/jeden-jablka.mp4;28169d15cca0cb3bbc73;pyQIS9KQv4k
